,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
13237,SLFUSDT,KOMAUSDT,0.01,-3.86,-3.37,5.41,9
13227,SLFUSDT,JOEUSDT,0.03,-3.52,-3.37,0.74,9
13225,SLFUSDT,IOUSDT,0.01,-3.97,-3.37,0.09,9
3348,BIGTIMEUSDT,SWARMSUSDT,0.02,-3.66,-3.37,1.1,9
5533,DOGEUSDT,MASAUSDT,0.04,-3.47,-3.37,3.54,9
5537,DOGEUSDT,MEMEUSDT,0.02,-3.76,-3.37,45.87,9
5545,DOGEUSDT,NEIROETHUSDT,0.02,-3.73,-3.37,13.8,9
5546,DOGEUSDT,NYANUSDT,0.01,-3.81,-3.37,7.22,9
5557,DOGEUSDT,PNUTUSDT,0.0,-5.62,-3.37,1.25,9
13157,SLFUSDT,CVXUSDT,0.01,-3.81,-3.37,0.07,9
3339,BIGTIMEUSDT,POWRUSDT,0.01,-4.03,-3.37,0.35,9
13190,SLFUSDT,FOXYUSDT,0.03,-3.57,-3.37,34.01,9
5564,DOGEUSDT,RADUSDT,0.0,-5.93,-3.37,0.32,9
13187,SLFUSDT,FLOWUSDT,0.03,-3.51,-3.37,0.37,9
5572,DOGEUSDT,SONICUSDT,0.01,-3.96,-3.37,0.7,9
13175,SLFUSDT,ENAUSDT,0.02,-3.75,-3.37,0.31,9
5575,DOGEUSDT,SUNDOGUSDT,0.04,-3.4,-3.37,6.1,9
3328,BIGTIMEUSDT,LAIUSDT,0.02,-3.65,-3.37,11.22,9
569,10000COQUSDT,SWELLUSDT,0.02,-3.75,-3.37,0.46,9
5151,DENTUSDT,MBOXUSDT,0.04,-3.4,-3.37,0.01,9
3495,BNBUSDT,GLMRUSDT,0.03,-3.52,-3.37,3950.75,9
12047,REQUSDT,IDUSDT,0.02,-3.6,-3.37,0.33,9
3750,BRETTUSDT,RADUSDT,0.0,-4.98,-3.37,0.08,9
4597,CROUSDT,OGUSDT,0.03,-3.57,-3.37,0.03,9
13920,TWTUSDT,ARCUSDT,0.03,-3.52,-3.37,3.24,9
4600,CROUSDT,ONEUSDT,0.04,-3.45,-3.37,6.71,9
13917,TWTUSDT,ANKRUSDT,0.02,-3.76,-3.37,36.4,9
13910,TWTUSDT,AI16ZUSDT,0.0,-4.31,-3.37,1.53,9
13909,TWTUSDT,AEVOUSDT,0.04,-3.46,-3.37,3.89,9
4395,COOKUSDT,SWARMSUSDT,0.0,-4.13,-3.37,0.27,9
3660,BOBAUSDT,AEROUSDT,0.03,-3.5,-3.37,0.19,9
3654,BNXUSDT,SONICUSDT,0.03,-3.51,-3.37,0.55,9
4634,CROUSDT,SONICUSDT,0.04,-3.46,-3.37,0.28,9
4640,CROUSDT,SUSDT,0.02,-3.65,-3.37,0.26,9
13883,TUSDT,ILVUSDT,0.02,-3.61,-3.37,0.0,9
4655,CRVUSDT,BNTUSDT,0.0,-4.77,-3.37,1.14,9
4658,CRVUSDT,ETHUSDT,0.05,-3.37,-3.37,0.0,9
4664,CRVUSDT,LINKUSDT,0.03,-3.52,-3.37,0.03,9
14059,TWTUSDT,PORTALUSDT,0.01,-3.82,-3.37,5.0,9
4674,CRVUSDT,TRBUSDT,0.01,-3.92,-3.37,0.02,9
4678,CTCUSDT,1000RATSUSDT,0.01,-4.0,-3.37,31.8,9
4682,CTCUSDT,AIXBTUSDT,0.0,-5.38,-3.37,1.91,9
4691,CTCUSDT,BELUSDT,0.0,-4.12,-3.37,1.41,9
4697,CTCUSDT,CFXUSDT,0.02,-3.69,-3.37,6.28,9
4594,CROUSDT,NEIROETHUSDT,0.0,-4.68,-3.37,5.47,9
4572,CROUSDT,MANEKIUSDT,0.0,-4.32,-3.37,39.81,9
5089,DATAUSDT,10000LADYSUSDT,0.02,-3.7,-3.37,52.82,9
14054,TWTUSDT,PLUMEUSDT,0.01,-3.87,-3.37,6.99,9
4433,COSUSDT,MOODENGUSDT,0.03,-3.55,-3.37,0.06,9
14038,TWTUSDT,NFPUSDT,0.01,-4.1,-3.37,5.32,9
14037,TWTUSDT,NEIROETHUSDT,0.0,-4.29,-3.37,42.61,9
3708,BRETTUSDT,AI16ZUSDT,0.03,-3.56,-3.37,0.12,9
4419,COSUSDT,GLMRUSDT,0.01,-3.8,-3.37,0.04,9
4478,COWUSDT,PROMUSDT,0.01,-3.96,-3.37,0.11,9
3702,BRETTUSDT,1000CATUSDT,0.01,-3.9,-3.37,5.05,9
14014,TWTUSDT,MANTAUSDT,0.01,-3.99,-3.37,1.68,9
4482,COWUSDT,SANDUSDT,0.03,-3.53,-3.37,1.07,9
4495,CROUSDT,AEROUSDT,0.03,-3.5,-3.37,0.13,9
4502,CROUSDT,ARCUSDT,0.04,-3.42,-3.37,0.42,9
4510,CROUSDT,BOMEUSDT,0.01,-3.9,-3.37,38.6,9
4513,CROUSDT,COREUSDT,0.02,-3.61,-3.37,0.18,9
3691,BOMEUSDT,PONKEUSDT,0.02,-3.67,-3.37,0.02,9
13977,TWTUSDT,GLMRUSDT,0.0,-4.85,-3.37,5.99,9
3681,BOMEUSDT,HBARUSDT,0.04,-3.44,-3.37,0.01,9
13964,TWTUSDT,ENAUSDT,0.0,-4.13,-3.37,1.36,9
13962,TWTUSDT,DYDXUSDT,0.01,-3.84,-3.37,0.95,9
13955,TWTUSDT,CVXUSDT,0.0,-4.24,-3.37,0.32,9
4556,CROUSDT,JUSDT,0.01,-3.79,-3.37,0.43,9
13950,TWTUSDT,COOKIEUSDT,0.01,-3.93,-3.37,3.68,9
4702,CTCUSDT,COTIUSDT,0.02,-3.76,-3.37,9.98,9
13830,TONUSDT,MAVIAUSDT,0.02,-3.65,-3.37,8.95,9
13829,TONUSDT,MASAUSDT,0.01,-3.92,-3.37,52.34,9
4704,CTCUSDT,DEEPUSDT,0.0,-4.25,-3.37,3.79,9
4946,CVCUSDT,FIREUSDT,0.02,-3.6,-3.37,0.66,9
283,10000COQUSDT,AIXBTUSDT,0.01,-3.79,-3.37,0.02,9
4973,CVCUSDT,PYTHUSDT,0.03,-3.58,-3.37,0.48,9
13612,STXUSDT,KAVAUSDT,0.02,-3.65,-3.37,2.95,9
3560,BNBUSDT,SUIUSDT,0.04,-3.43,-3.37,170.68,9
4991,CVXUSDT,GNOUSDT,0.02,-3.71,-3.37,0.01,9
4995,CVXUSDT,IDUSDT,0.0,-4.12,-3.37,8.94,9
5000,CVXUSDT,LSKUSDT,0.04,-3.39,-3.37,3.64,9
3550,BNBUSDT,SCAUSDT,0.01,-3.92,-3.37,3920.72,9
5012,CVXUSDT,SHIB1000USDT,0.04,-3.4,-3.37,168.9,9
3543,BNBUSDT,PNUTUSDT,0.02,-3.71,-3.37,2548.49,9
5028,CYBERUSDT,LPTUSDT,0.03,-3.54,-3.37,0.23,9
5033,CYBERUSDT,POWRUSDT,0.04,-3.44,-3.37,9.94,9
5045,DASHUSDT,1000APUUSDT,0.03,-3.55,-3.37,93.69,9
117,1000000PEIPEIUSDT,ARPAUSDT,0.04,-3.44,-3.37,1.18,9
3532,BNBUSDT,NYANUSDT,0.01,-3.79,-3.37,14689.53,9
13563,STMXUSDT,SWEATUSDT,0.04,-3.45,-3.37,0.66,9
3523,BNBUSDT,MOBILEUSDT,0.01,-3.79,-3.37,862981.77,9
13557,STMXUSDT,SCAUSDT,0.02,-3.61,-3.37,0.03,9
4366,COMPUSDT,VELODROMEUSDT,0.02,-3.7,-3.37,717.53,9
13554,STMXUSDT,PLUMEUSDT,0.02,-3.67,-3.37,0.04,9
4926,CTSIUSDT,NMRUSDT,0.03,-3.55,-3.37,0.01,9
4913,CTSIUSDT,FDUSDUSDT,0.04,-3.41,-3.37,0.13,9
4897,CTKUSDT,TAIUSDT,0.03,-3.57,-3.37,2.15,9
4788,CTCUSDT,SUNDOGUSDT,0.0,-4.21,-3.37,17.76,9
13816,TONUSDT,COOKIEUSDT,0.04,-3.45,-3.37,17.62,9
4709,CTCUSDT,ETHBTCUSDT,0.0,-4.47,-3.37,30.65,9
13811,TONUSDT,AIXBTUSDT,0.03,-3.52,-3.37,9.69,9
13810,TONUSDT,AIUSDT,0.04,-3.44,-3.37,10.34,9
4712,CTCUSDT,FIREUSDT,0.01,-4.06,-3.37,4.59,9
126,1000000PEIPEIUSDT,BELUSDT,0.02,-3.68,-3.37,0.07,9
204,1000000PEIPEIUSDT,OMUSDT,0.03,-3.59,-3.37,0.01,9
4765,CTCUSDT,PHBUSDT,0.01,-3.97,-3.37,0.74,9
3599,BNXUSDT,AXLUSDT,0.03,-3.58,-3.37,0.46,9
4789,CTCUSDT,SUSDT,0.0,-4.46,-3.37,1.87,9
14082,TWTUSDT,SWEATUSDT,0.02,-3.68,-3.37,126.12,9
4385,COOKUSDT,GRIFFAINUSDT,0.05,-3.37,-3.37,0.07,9
4817,CTKUSDT,ARUSDT,0.04,-3.47,-3.37,0.04,9
4821,CTKUSDT,BANUSDT,0.01,-3.83,-3.37,15.11,9
4381,COOKUSDT,BELUSDT,0.04,-3.41,-3.37,0.03,9
4865,CTKUSDT,MOVEUSDT,0.03,-3.57,-3.37,0.76,9
4867,CTKUSDT,NYANUSDT,0.03,-3.54,-3.37,12.45,9
3580,BNBUSDT,VTHOUSDT,0.01,-3.83,-3.37,127905.93,9
4380,COOKUSDT,AVAAIUSDT,0.02,-3.75,-3.37,0.25,9
13683,SWELLUSDT,VTHOUSDT,0.01,-3.78,-3.37,3.79,9
3254,BCHUSDT,SWARMSUSDT,0.03,-3.52,-3.37,5150.46,9
5745,EDUUSDT,TWTUSDT,0.04,-3.45,-3.37,0.45,9
5764,ENAUSDT,LPTUSDT,0.03,-3.51,-3.37,0.07,9
6601,FLOWUSDT,TUSDT,0.01,-3.81,-3.37,25.8,9
12387,RPLUSDT,SCUSDT,0.02,-3.69,-3.37,1628.96,9
6603,FLOWUSDT,VIRTUALUSDT,0.02,-3.61,-3.37,0.31,9
2935,AXSUSDT,SCUSDT,0.03,-3.49,-3.37,1044.69,9
2929,AXSUSDT,MASKUSDT,0.03,-3.48,-3.37,2.38,9
12383,ROSEUSDT,VIRTUALUSDT,0.02,-3.59,-3.37,0.03,9
6636,FORTHUSDT,AGIUSDT,0.04,-3.4,-3.37,32.89,9
6638,FORTHUSDT,AIXBTUSDT,0.04,-3.43,-3.37,8.38,9
6640,FORTHUSDT,ARCUSDT,0.0,-4.22,-3.37,13.47,9
6641,FORTHUSDT,ARPAUSDT,0.0,-4.11,-3.37,99.19,9
6645,FORTHUSDT,BANUSDT,0.02,-3.67,-3.37,111.89,9
6657,FORTHUSDT,FLOCKUSDT,0.02,-3.72,-3.37,34.78,9
3800,BSVUSDT,VIRTUALUSDT,0.01,-3.82,-3.37,23.63,9
6674,FORTHUSDT,KASUSDT,0.04,-3.44,-3.37,33.14,9
6680,FORTHUSDT,LEVERUSDT,0.04,-3.38,-3.37,2575.94,9
4260,CKBUSDT,KNCUSDT,0.02,-3.61,-3.37,0.02,9
6694,FORTHUSDT,NEIROETHUSDT,0.03,-3.56,-3.37,176.27,9
12328,RLCUSDT,SWARMSUSDT,0.04,-3.38,-3.37,20.73,9
12324,RLCUSDT,PIXELUSDT,0.04,-3.39,-3.37,15.91,9
2913,AXLUSDT,SLPUSDT,0.04,-3.39,-3.37,195.26,9
6718,FORTHUSDT,SWARMSUSDT,0.01,-4.0,-3.37,51.27,9
12296,RIFUSDT,TUSDT,0.04,-3.42,-3.37,3.19,9
923,1000CATUSDT,ASTRUSDT,0.02,-3.64,-3.37,0.32,9
2939,AXSUSDT,TWTUSDT,0.03,-3.51,-3.37,5.26,9
3232,BCHUSDT,GTCUSDT,0.03,-3.55,-3.37,752.48,9
12393,RSRUSDT,MVLUSDT,0.02,-3.69,-3.37,2.67,9
12513,SAFEUSDT,JUPUSDT,0.03,-3.55,-3.37,0.74,9
14161,USTCUSDT,GLMRUSDT,0.0,-4.87,-3.37,0.09,9
4292,COMBOUSDT,KAVAUSDT,0.05,-3.37,-3.37,0.76,9
12497,SAFEUSDT,ETHBTCUSDT,0.04,-3.46,-3.37,25.24,9
6480,FIOUSDT,LDOUSDT,0.01,-3.81,-3.37,0.02,9
6484,FIOUSDT,MOODENGUSDT,0.02,-3.68,-3.37,0.27,9
6486,FIOUSDT,MYRIAUSDT,0.02,-3.75,-3.37,13.34,9
12477,SAFEUSDT,1000000CHEEMSUSDT,0.03,-3.57,-3.37,0.95,9
3795,BSVUSDT,SONICUSDT,0.02,-3.64,-3.37,104.79,9
2974,BAKEUSDT,TWTUSDT,0.02,-3.72,-3.37,0.18,9
6519,FIOUSDT,VTHOUSDT,0.04,-3.39,-3.37,5.86,9
6521,FIREUSDT,1000MUMUUSDT,0.02,-3.61,-3.37,25.8,9
6527,FIREUSDT,POLUSDT,0.03,-3.56,-3.37,0.51,9
14172,USTCUSDT,PYTHUSDT,0.03,-3.48,-3.37,0.05,9
2969,BAKEUSDT,SCUSDT,0.01,-3.94,-3.37,36.62,9
6541,FLMUSDT,LSKUSDT,0.02,-3.7,-3.37,0.06,9
2962,BAKEUSDT,MASKUSDT,0.03,-3.52,-3.37,0.08,9
6558,FLOWUSDT,ANIMEUSDT,0.04,-3.42,-3.37,13.3,9
12411,RSS3USDT,CHILLGUYUSDT,0.02,-3.65,-3.37,1.66,9
913,1000CATSUSDT,ARPAUSDT,0.02,-3.73,-3.37,0.26,9
6580,FLOWUSDT,LINAUSDT,0.04,-3.4,-3.37,183.98,9
2909,AXLUSDT,KOMAUSDT,0.02,-3.72,-3.37,13.0,9
6745,FUELUSDT,AVAAIUSDT,0.05,-3.37,-3.37,0.3,9
6748,FUELUSDT,NCUSDT,0.04,-3.46,-3.37,0.33,9
968,1000CATUSDT,SANDUSDT,0.04,-3.46,-3.37,0.03,9
12161,REQUSDT,PROSUSDT,0.02,-3.6,-3.37,0.26,9
12157,REQUSDT,POWRUSDT,0.03,-3.59,-3.37,0.46,9
12156,REQUSDT,PORTALUSDT,0.02,-3.69,-3.37,0.58,9
7008,GLMUSDT,KDAUSDT,0.01,-3.85,-3.37,0.43,9
3818,BUZZUSDT,CTCUSDT,0.01,-4.07,-3.37,0.07,9
12125,REQUSDT,NOTUSDT,0.02,-3.7,-3.37,26.22,9
12113,REQUSDT,MOVRUSDT,0.02,-3.61,-3.37,0.01,9
7035,GLMUSDT,SLPUSDT,0.0,-4.25,-3.37,112.88,9
12106,REQUSDT,MOBILEUSDT,0.01,-3.79,-3.37,151.16,9
12097,REQUSDT,MEMEFIUSDT,0.02,-3.74,-3.37,54.38,9
12094,REQUSDT,MBOXUSDT,0.03,-3.49,-3.37,0.86,9
14205,UXLINKUSDT,SWARMSUSDT,0.03,-3.58,-3.37,10.02,9
12092,REQUSDT,MAVUSDT,0.02,-3.72,-3.37,0.91,9
2757,AUDIOUSDT,JOEUSDT,0.01,-3.77,-3.37,0.41,9
12086,REQUSDT,MANAUSDT,0.03,-3.51,-3.37,0.27,9
12082,REQUSDT,LUMIAUSDT,0.01,-3.79,-3.37,0.14,9
7056,GMTUSDT,CATIUSDT,0.04,-3.38,-3.37,0.41,9
4226,CHRUSDT,ENAUSDT,0.0,-4.19,-3.37,0.21,9
2746,AUDIOUSDT,FARTCOINUSDT,0.02,-3.71,-3.37,0.13,9
7073,GMTUSDT,NEIROETHUSDT,0.04,-3.43,-3.37,4.01,9
2740,AUDIOUSDT,COOKIEUSDT,0.05,-3.37,-3.37,0.47,9
14196,UXLINKUSDT,GRASSUSDT,0.04,-3.39,-3.37,0.46,9
14194,UXLINKUSDT,FIREUSDT,0.03,-3.57,-3.37,3.93,9
6971,GLMUSDT,1000APUUSDT,0.03,-3.51,-3.37,0.92,9
6837,GASUSDT,DEGENUSDT,0.0,-4.29,-3.37,704.05,9
6754,FUSDT,GRIFFAINUSDT,0.04,-3.42,-3.37,0.14,9
6760,FUSDT,MAVIAUSDT,0.0,-4.14,-3.37,0.08,9
2886,AVAXUSDT,FIREUSDT,0.01,-3.8,-3.37,163.96,9
6785,FUSDT,STPTUSDT,0.01,-3.84,-3.37,0.48,9
2877,AVAUSDT,SPECUSDT,0.04,-3.43,-3.37,0.16,9
2864,AVAUSDT,NOTUSDT,0.04,-3.43,-3.37,185.96,9
6812,FXSUSDT,TWTUSDT,0.01,-4.03,-3.37,2.5,9
6823,GALAUSDT,SCRUSDT,0.04,-3.38,-3.37,0.05,9
12247,REQUSDT,UXLINKUSDT,0.02,-3.64,-3.37,0.14,9
12236,REQUSDT,TRUUSDT,0.03,-3.54,-3.37,1.82,9
12179,REQUSDT,RPLUSDT,0.02,-3.75,-3.37,0.01,9
2842,AVAUSDT,CGPTUSDT,0.01,-3.79,-3.37,3.76,9
12233,REQUSDT,TRBUSDT,0.03,-3.53,-3.37,0.0,9
6851,GASUSDT,LDOUSDT,0.04,-3.47,-3.37,2.29,9
2826,AVAUSDT,1000BONKUSDT,0.01,-3.88,-3.37,32.59,9
2818,AVAAIUSDT,RADUSDT,0.04,-3.38,-3.37,0.08,9
2816,AVAAIUSDT,OMGUSDT,0.0,-4.52,-3.37,0.29,9
2811,AVAAIUSDT,BELUSDT,0.02,-3.67,-3.37,0.12,9
12190,REQUSDT,SCUSDT,0.04,-3.39,-3.37,22.93,9
6944,GLMRUSDT,LSKUSDT,0.01,-3.85,-3.37,0.2,9
12520,SAFEUSDT,LDOUSDT,0.03,-3.57,-3.37,0.39,9
878,1000BONKUSDT,CROUSDT,0.0,-4.41,-3.37,0.2,9
3000,BANANAUSDT,AIXBTUSDT,0.03,-3.59,-3.37,75.4,9
6071,FDUSDUSDT,DEXEUSDT,0.02,-3.74,-3.37,0.05,9
12926,SFPUSDT,DEXEUSDT,0.02,-3.72,-3.37,0.03,9
12925,SFPUSDT,DEEPUSDT,0.02,-3.63,-3.37,2.7,9
12921,SFPUSDT,CELRUSDT,0.03,-3.54,-3.37,46.11,9
12920,SFPUSDT,BUZZUSDT,0.03,-3.5,-3.37,9.05,9
12913,SFPUSDT,ALUUSDT,0.02,-3.63,-3.37,6.77,9
14139,USDEUSDT,SWARMSUSDT,0.03,-3.56,-3.37,12.11,9
5978,FDUSDUSDT,AIXBTUSDT,0.02,-3.76,-3.37,1.98,9
5985,FDUSDUSDT,ALTUSDT,0.02,-3.73,-3.37,13.72,9
12892,SCUSDT,VTHOUSDT,0.01,-3.78,-3.37,0.98,9
12890,SCUSDT,VIRTUALUSDT,0.0,-4.89,-3.37,0.0,9
6003,FDUSDUSDT,AUCTIONUSDT,0.02,-3.64,-3.37,0.08,9
6009,FDUSDUSDT,AXLUSDT,0.01,-4.04,-3.37,1.77,9
6019,FDUSDUSDT,BCHUSDT,0.03,-3.55,-3.37,0.0,9
12872,SCUSDT,SWARMSUSDT,0.0,-4.79,-3.37,0.06,9
6024,FDUSDUSDT,BILLYUSDT,0.03,-3.53,-3.37,151.58,9
742,10000QUBICUSDT,USUALUSDT,0.03,-3.55,-3.37,0.07,9
12864,SCUSDT,STEEMUSDT,0.04,-3.47,-3.37,0.02,9
12844,SCUSDT,PLUMEUSDT,0.01,-3.8,-3.37,0.04,9
14142,USTCUSDT,1000PEPEUSDT,0.0,-4.22,-3.37,1.12,9
12831,SCUSDT,NTRNUSDT,0.01,-3.8,-3.37,0.02,9
12830,SCUSDT,NEIROETHUSDT,0.0,-5.42,-3.37,0.21,9
5962,FDUSDUSDT,1000TURBOUSDT,0.02,-3.62,-3.37,0.18,9
12937,SFPUSDT,GEMSUSDT,0.04,-3.44,-3.37,8.45,9
12938,SFPUSDT,GODSUSDT,0.02,-3.72,-3.37,4.37,9
14132,USDEUSDT,GRIFFAINUSDT,0.03,-3.54,-3.37,3.29,9
5788,ENSUSDT,SUIUSDT,0.02,-3.73,-3.37,8.29,9
5801,EOSUSDT,FOXYUSDT,0.04,-3.4,-3.37,111.22,9
635,10000QUBICUSDT,ARUSDT,0.01,-3.97,-3.37,0.0,9
5825,ETCUSDT,CRVUSDT,0.02,-3.64,-3.37,34.85,9
5828,ETCUSDT,GALAUSDT,0.01,-3.92,-3.37,857.54,9
13005,SHIB1000USDT,AI16ZUSDT,0.02,-3.66,-3.37,0.03,9
4317,COMPUSDT,BELUSDT,0.04,-3.44,-3.37,102.53,9
5874,ETHFIUSDT,KAVAUSDT,0.02,-3.71,-3.37,3.6,9
12988,SFPUSDT,SWARMSUSDT,0.03,-3.57,-3.37,8.29,9
5894,ETHFIUSDT,STPTUSDT,0.05,-3.37,-3.37,18.14,9
5958,FDUSDUSDT,1000NEIROCTOUSDT,0.02,-3.72,-3.37,1.88,9
14134,USDEUSDT,MKRUSDT,0.04,-3.47,-3.37,0.0,9
5909,ETHUSDT,SUIUSDT,0.02,-3.64,-3.37,815.28,9
12971,SFPUSDT,PEOPLEUSDT,0.04,-3.39,-3.37,23.87,9
12967,SFPUSDT,ONDOUSDT,0.04,-3.4,-3.37,0.48,9
12963,SFPUSDT,NYANUSDT,0.04,-3.43,-3.37,14.94,9
12955,SFPUSDT,LUMIAUSDT,0.01,-3.83,-3.37,0.8,9
5945,FDUSDUSDT,10000LADYSUSDT,0.01,-3.99,-3.37,1633.75,9
5950,FDUSDUSDT,1000APUUSDT,0.01,-3.82,-3.37,2.81,9
3142,BANDUSDT,HPOS10IUSDT,0.02,-3.65,-3.37,8.43,9
6070,FDUSDUSDT,DENTUSDT,0.01,-3.86,-3.37,893.0,9
759,10000WENUSDT,DEXEUSDT,0.03,-3.48,-3.37,0.04,9
6425,FILUSDT,MERLUSDT,0.04,-3.4,-3.37,33.25,9
6090,FDUSDUSDT,ETHBTCUSDT,0.01,-4.01,-3.37,31.93,9
6232,FDUSDUSDT,OMNIUSDT,0.01,-4.06,-3.37,0.14,9
6237,FDUSDUSDT,ORCAUSDT,0.02,-3.74,-3.37,0.35,9
12665,SCRUSDT,ARBUSDT,0.05,-3.38,-3.37,1.05,9
6244,FDUSDUSDT,PENDLEUSDT,0.01,-3.79,-3.37,0.28,9
3786,BSVUSDT,NEIROETHUSDT,0.0,-4.21,-3.37,2058.39,9
6276,FDUSDUSDT,RENDERUSDT,0.0,-4.15,-3.37,0.16,9
12644,SANDUSDT,VIRTUALUSDT,0.01,-3.94,-3.37,0.25,9
6291,FDUSDUSDT,SANDUSDT,0.02,-3.62,-3.37,1.91,9
12641,SANDUSDT,USDCUSDT,0.03,-3.52,-3.37,0.52,9
6304,FDUSDUSDT,SNTUSDT,0.01,-3.86,-3.37,25.35,9
6320,FDUSDUSDT,STXUSDT,0.02,-3.69,-3.37,0.77,9
6325,FDUSDUSDT,SUSDT,0.02,-3.7,-3.37,1.95,9
6337,FDUSDUSDT,TOKENUSDT,0.03,-3.57,-3.37,28.29,9
6338,FDUSDUSDT,TRBUSDT,0.01,-3.8,-3.37,0.02,9
6357,FDUSDUSDT,VETUSDT,0.02,-3.68,-3.37,22.0,9
862,1000APUUSDT,DATAUSDT,0.02,-3.64,-3.37,10.91,9
6363,FDUSDUSDT,VRUSDT,0.03,-3.57,-3.37,106.4,9
6417,FILUSDT,HFTUSDT,0.02,-3.59,-3.37,31.22,9
12566,SAGAUSDT,KAVAUSDT,0.02,-3.7,-3.37,2.54,9
3005,BANANAUSDT,AVAAIUSDT,0.02,-3.7,-3.37,419.48,9
869,1000APUUSDT,TROYUSDT,0.04,-3.45,-3.37,194.62,9
6227,FDUSDUSDT,NULSUSDT,0.02,-3.62,-3.37,3.07,9
6223,FDUSDUSDT,NMRUSDT,0.01,-3.88,-3.37,0.08,9
12684,SCRUSDT,ENJUSDT,0.02,-3.63,-3.37,4.39,9
4308,COMPUSDT,1000000MOGUSDT,0.03,-3.48,-3.37,57.12,9
6093,FDUSDUSDT,ETHWUSDT,0.03,-3.58,-3.37,0.4,9
6103,FDUSDUSDT,FLRUSDT,0.03,-3.58,-3.37,40.01,9
6115,FDUSDUSDT,GIGAUSDT,0.02,-3.62,-3.37,16.69,9
6125,FDUSDUSDT,GRIFFAINUSDT,0.01,-3.88,-3.37,3.28,9
12765,SCUSDT,BLURUSDT,0.04,-3.45,-3.37,0.03,9
12761,SCUSDT,BADGERUSDT,0.02,-3.63,-3.37,0.0,9
6136,FDUSDUSDT,HNTUSDT,0.02,-3.74,-3.37,0.25,9
12752,SCUSDT,ARCUSDT,0.04,-3.42,-3.37,0.02,9
6138,FDUSDUSDT,HOTUSDT,0.02,-3.75,-3.37,489.43,9
12734,SCUSDT,1000APUUSDT,0.0,-4.66,-3.37,0.01,9
6212,FDUSDUSDT,MOVRUSDT,0.02,-3.71,-3.37,0.11,9
12731,SCUSDT,10000LADYSUSDT,0.0,-4.98,-3.37,8.42,9
6158,FDUSDUSDT,KAIAUSDT,0.02,-3.68,-3.37,5.2,9
4307,COMBOUSDT,TUSDT,0.03,-3.58,-3.37,13.58,9
12713,SCRUSDT,SPECUSDT,0.03,-3.48,-3.37,0.13,9
12712,SCRUSDT,SONICUSDT,0.04,-3.42,-3.37,1.42,9
6181,FDUSDUSDT,LUMIAUSDT,0.03,-3.57,-3.37,1.16,9
6182,FDUSDUSDT,LUNA2USDT,0.02,-3.73,-3.37,3.11,9
12703,SCRUSDT,ONEUSDT,0.02,-3.77,-3.37,34.27,9
6186,FDUSDUSDT,MANEKIUSDT,0.02,-3.62,-3.37,303.42,9
6327,FDUSDUSDT,SWARMSUSDT,0.01,-3.98,-3.37,12.09,9
11983,REQUSDT,DRIFTUSDT,0.02,-3.69,-3.37,0.13,9
11253,PRCLUSDT,PLUMEUSDT,0.04,-3.43,-3.37,1.67,9
1877,AGIUSDT,DYMUSDT,0.01,-3.87,-3.37,0.13,9
10513,ORBSUSDT,ASTRUSDT,0.02,-3.6,-3.37,0.53,9
2094,ALGOUSDT,AI16ZUSDT,0.04,-3.44,-3.37,0.57,9
10668,ORBSUSDT,NOTUSDT,0.04,-3.46,-3.37,5.93,9
9794,MEWUSDT,NEIROETHUSDT,0.01,-3.84,-3.37,0.18,9
9792,MEWUSDT,KOMAUSDT,0.02,-3.67,-3.37,0.1,9
10671,ORBSUSDT,OGUSDT,0.01,-3.87,-3.37,0.01,9
4032,CFXUSDT,NYANUSDT,0.02,-3.72,-3.37,3.32,9
10974,PENDLEUSDT,KASUSDT,0.04,-3.42,-3.37,27.62,9
10349,NYANUSDT,GRIFFAINUSDT,0.05,-3.37,-3.37,0.15,9
10507,ORBSUSDT,ARBUSDT,0.02,-3.69,-3.37,0.04,9
10679,ORBSUSDT,ORCAUSDT,0.0,-4.78,-3.37,0.01,9
8395,ILVUSDT,TWTUSDT,0.02,-3.67,-3.37,29.7,9
8649,KDAUSDT,POWRUSDT,0.02,-3.64,-3.37,2.96,9
8381,ILVUSDT,CVXUSDT,0.02,-3.62,-3.37,9.55,9
1783,AEVOUSDT,1000APUUSDT,0.03,-3.58,-3.37,0.74,9
1324,1000XECUSDT,NEIROETHUSDT,0.02,-3.72,-3.37,1.34,9
8399,IMXUSDT,AVAAIUSDT,0.03,-3.55,-3.37,12.53,9
9050,LSKUSDT,BLASTUSDT,0.03,-3.51,-3.37,151.07,9
8404,IMXUSDT,MASKUSDT,0.02,-3.61,-3.37,0.5,9
10517,ORBSUSDT,AVAXUSDT,0.02,-3.73,-3.37,0.0,9
9862,MOBILEUSDT,VIRTUALUSDT,0.03,-3.5,-3.37,0.0,9
10248,NSUSDT,MANEKIUSDT,0.03,-3.52,-3.37,66.7,9
4060,CFXUSDT,TAIUSDT,0.03,-3.58,-3.37,0.58,9
10247,NSUSDT,LUCEUSDT,0.02,-3.63,-3.37,20.64,9
2202,ALPACAUSDT,NTRNUSDT,0.02,-3.76,-3.37,0.47,9
8414,INJUSDT,MASKUSDT,0.02,-3.76,-3.37,8.61,9
8412,IMXUSDT,SWARMSUSDT,0.02,-3.71,-3.37,13.79,9
8409,IMXUSDT,SLFUSDT,0.04,-3.42,-3.37,4.81,9
